,index,Similarity_Type,Number of Clusters (input),Number of clusters(output),Affinity Type,Word/Sentence,File_Name,Clusters,Mismatch Metric,Match Metric,M
237,238,total_set_similairy,18,10,linear,word-based,n50_de_bc,"[12, 12, 12, 17, 12, 12, 12, 12, 12, 12, 0, 5, 5, 0, 12, 0, 12, 12, 12, 13, 5, 6, 12, 12, 12, 12, 6, 12, 0, 12, 6, 3, 12, 12, 16, 12, 12, 12, 12, 1, 14, 6, 5, 1, 0, 14, 5, 13, 12, 12]",795.0,109.0,2.0
238,239,total_set_similairy,18,18,cosine,sentence-based,n50_de_bc,"[ 1 13 16 16 10  0 14  0  7  9  1  0 13 13  5  7  9  0 15 11  0  1 13  0  0
  0 13  3  5 12  1  4  5  6  0  0 17 13  5 13  8  1 13 13  1  7 13  2  9  0]",351.0,79.0,1.0
239,240,total_set_similairy,18,13,cosine,word-based,n50_de_bc,"[1, 12, 3, 4, 15, 1, 12, 10, 8, 12, 0, 11, 1, 12, 12, 5, 12, 11, 1, 10, 12, 5, 8, 5, 2, 8, 8, 12, 12, 17, 8, 14, 12, 11, 10, 8, 10, 10, 12, 8, 3, 10, 12, 8, 4, 5, 1, 15, 12, 10]",389.0,81.0,2.0
240,241,total_set_similairy,20,20,nearest_neighbors,sentence-based,n50_de_bc,"[16 18  9  4  1 10 14  7  8  4  1 13 17 13  4  1  4  1  7 13  5 15  7  5 12
  2 17  6  7  2 15  8  4  0  6 12 10  3  8  2 11 15 19  8 18 11  9  9  4  6]",255.0,53.0,2.0
241,242,total_set_similairy,20,10,nearest_neighbors,word-based,n50_de_bc,"[16, 16, 13, 16, 13, 16, 10, 19, 12, 10, 0, 10, 16, 16, 12, 19, 16, 10, 16, 19, 16, 12, 8, 16, 19, 19, 19, 16, 10, 12, 12, 4, 10, 10, 2, 16, 15, 16, 4, 19, 4, 15, 16, 19, 16, 16, 16, 16, 16, 19]",569.0,85.0,2.5
242,243,total_set_similairy,20,20,precomputed,sentence-based,n50_de_bc,"[ 4 12 10 10  7 18  3  7  7  5 18  5  0 14  1  6 19  8 15  4 18 11  3  2  4
  7  7 18  1  0 11 18  1  8 18 16  7 18  1  7 13 11  0 17  0  6  9  4 19  8]",281.0,57.0,2.0
243,244,total_set_similairy,20,9,precomputed,word-based,n50_de_bc,"[16, 16, 7, 4, 9, 16, 16, 16, 16, 5, 0, 16, 4, 16, 16, 6, 5, 16, 16, 5, 4, 15, 16, 15, 16, 16, 16, 16, 16, 16, 15, 13, 16, 16, 16, 16, 16, 16, 5, 16, 4, 15, 16, 16, 16, 15, 16, 16, 5, 16]",969.0,133.0,1.0
244,245,total_set_similairy,20,20,rbf,sentence-based,n50_de_bc,"[ 0  1 15  3 13  1  2  1 12  4 18  3  1  3 10 12  4  3  5  0  1 18 17 19 11
  1  1  1 10  1 18  3 10  7  1  1 14  8  3  1  3 18  1  1  6 12  9 16  4  1]",403.0,67.0,1.0
245,246,total_set_similairy,20,13,rbf,word-based,n50_de_bc,"[12, 12, 12, 19, 15, 12, 10, 8, 16, 10, 0, 12, 8, 18, 8, 12, 14, 17, 12, 14, 12, 14, 18, 12, 12, 12, 8, 18, 17, 8, 12, 7, 10, 18, 8, 12, 11, 12, 14, 8, 12, 12, 14, 1, 8, 12, 18, 18, 14, 8]",507.0,79.0,1.0
246,247,total_set_similairy,20,20,sigmoid,sentence-based,n50_de_bc,"[ 0  6  0  8  2  0  0  0  4 19  0 13  0  9  0  1 19 10  0 12  0  0 16  0  0
  0  0  0  0  0  0  3 19  0  0  0  0  0  7  0  5 18  0 11 14 15 17  0 19  0]",811.0,105.0,1.0
247,248,total_set_similairy,20,8,sigmoid,word-based,n50_de_bc,"[4, 11, 4, 17, 12, 11, 12, 11, 11, 12, 0, 13, 4, 12, 12, 11, 12, 12, 11, 11, 11, 11, 12, 11, 11, 11, 12, 11, 8, 11, 4, 14, 12, 12, 12, 11, 11, 11, 12, 11, 11, 11, 11, 11, 12, 11, 11, 12, 12, 12]",875.0,107.0,1.0
248,249,total_set_similairy,20,20,polynomial,sentence-based,n50_de_bc,"[17 12 17 14  4 17 17 17  8 16  1  0 17 10 13  9 16 15 17  7 17 17 18 17 17
 17 17 17 13 17 17 19 16 17 17 17 17 17  6 17  5  1 17  3  2 13 11 17 16 17]",671.0,101.0,1.0
249,250,total_set_similairy,20,10,polynomial,word-based,n50_de_bc,"[9, 12, 12, 11, 14, 17, 5, 6, 14, 12, 0, 12, 4, 5, 6, 14, 11, 12, 10, 5, 10, 14, 5, 14, 17, 10, 17, 10, 5, 10, 10, 5, 5, 12, 12, 17, 12, 12, 14, 17, 12, 17, 12, 17, 11, 11, 10, 0, 11, 12]",427.0,69.0,5.5
250,251,total_set_similairy,20,20,poly,sentence-based,n50_de_bc,"[15 17 15 16  1 15 15 15 13  6 15  0 15  3  5 18  6  7 15  9 15 15  2 15 15
 15 15 15  5 15 15 19  6 15 15 15 15 15 11 15 10  4 15 14 12  5  8 15  6 15]",719.0,101.0,1.0
251,252,total_set_similairy,20,9,poly,word-based,n50_de_bc,"[4, 19, 3, 3, 19, 4, 19, 19, 18, 1, 0, 19, 4, 19, 13, 19, 1, 19, 4, 4, 18, 8, 4, 8, 19, 4, 4, 19, 19, 19, 8, 19, 19, 19, 19, 4, 19, 6, 19, 4, 8, 8, 19, 4, 19, 19, 8, 19, 1, 19]",695.0,107.0,2.0
252,253,total_set_similairy,20,20,linear,sentence-based,n50_de_bc,"[ 1  2  1 17 18  1  1  1 13  0  1  9  1  5 16 12  0  7  1  3  1  1  6  1  1
  1  1  1 16  1  1 19  0  1  1  1  1  1 10  1  8 15  1 11 14 16  4  1  0  1]",719.0,101.0,1.0
253,254,total_set_similairy,20,12,linear,word-based,n50_de_bc,"[9, 13, 10, 10, 9, 13, 8, 9, 4, 10, 0, 15, 13, 9, 6, 9, 6, 15, 13, 9, 13, 13, 19, 13, 15, 9, 7, 13, 9, 6, 13, 19, 10, 15, 9, 9, 15, 13, 10, 9, 6, 13, 13, 7, 13, 18, 13, 9, 12, 15]",463.0,85.0,2.0
254,255,total_set_similairy,20,20,cosine,sentence-based,n50_de_bc,"[10  1 12 12 19 10 11 10  3  7  9 17  1  1  8  3  7  1 14 10 10  9  1 15 10
 10  1  2  8 16  9 13  8  4 10 10  0  1  8  1 18  9  1  1  9  3  1  5  7  6]",331.0,75.0,1.0
255,256,total_set_similairy,20,10,cosine,word-based,n50_de_bc,"[18, 8, 19, 5, 19, 8, 16, 8, 10, 5, 0, 5, 8, 8, 8, 8, 5, 8, 8, 8, 8, 8, 16, 8, 8, 8, 16, 8, 8, 8, 3, 8, 8, 8, 8, 8, 12, 12, 8, 1, 5, 18, 8, 1, 8, 8, 8, 8, 5, 8]",945.0,111.0,2.0
256,257,total_set_similairy,22,22,nearest_neighbors,sentence-based,n50_de_bc,"[12  8  5  0  7 15 19  2  3  8  0 18 21 20  9  3  8  7 14 20 21 13  9 21  1
  6  6  4  2 21 13  3  9  2  4  1 15 11  3  6 10 13 11  3 16 10  5 17  8  4]",245.0,49.0,2.0
257,258,total_set_similairy,22,8,nearest_neighbors,word-based,n50_de_bc,"[4, 11, 11, 8, 11, 4, 11, 4, 8, 11, 0, 8, 8, 4, 11, 11, 11, 4, 8, 14, 8, 9, 4, 8, 9, 8, 7, 8, 11, 8, 9, 21, 11, 11, 11, 4, 8, 8, 11, 4, 8, 8, 8, 4, 11, 8, 8, 11, 11, 11]",693.0,91.0,2.0
258,259,total_set_similairy,22,22,precomputed,sentence-based,n50_de_bc,"[ 9 11  5  5  8  0 15  9  4 10  5 21  9 18  1  4 10 14  7 20  9  2  0  9  9
  8  0  9  1 21  2  9  1 16  6  8  8  9  9  0 19  2  3 13  3  4 12 17 10  6]",285.0,59.0,1.5
259,260,total_set_similairy,22,10,precomputed,word-based,n50_de_bc,"[14, 14, 15, 10, 10, 5, 10, 5, 5, 11, 0, 14, 20, 12, 5, 5, 11, 12, 11, 12, 14, 3, 5, 14, 14, 3, 12, 11, 10, 3, 3, 12, 5, 12, 12, 14, 12, 3, 11, 5, 17, 14, 3, 12, 5, 5, 3, 11, 11, 12]",435.0,75.0,5.5
260,261,total_set_similairy,22,22,rbf,sentence-based,n50_de_bc,"[ 1 13 21  2 19  6  8  6  3 18  1  2  4  2 15  3 18  2  5 20  6  1  0  6 11
  4  4  6 15 17  1  2 15 12  6  4 16  7  2  4 17  1 17  2 14  3  9 10 18  6]",279.0,61.0,1.0
261,262,total_set_similairy,22,11,rbf,word-based,n50_de_bc,"[9, 18, 4, 4, 18, 18, 18, 18, 1, 4, 0, 19, 6, 18, 16, 18, 4, 18, 18, 18, 6, 1, 18, 6, 18, 18, 16, 18, 18, 6, 19, 15, 18, 18, 18, 9, 15, 19, 18, 10, 6, 6, 6, 9, 15, 18, 5, 18, 15, 18]",623.0,87.0,3.0
262,263,total_set_similairy,22,22,sigmoid,sentence-based,n50_de_bc,"[ 1  7  1 18 11  1 14  1 16 20  1 12  1 10 21  6 20  2  1  3  1  1  0  1  1
  1  1  1 21  1  1  8 20  1  1  1  1  1  4  1  5 19  1  9 15 13 17  1 20  1]",677.0,95.0,1.0
263,264,total_set_similairy,22,12,sigmoid,word-based,n50_de_bc,"[12, 12, 21, 21, 16, 2, 10, 12, 19, 10, 0, 3, 1, 12, 12, 12, 19, 12, 3, 15, 1, 12, 10, 13, 12, 12, 2, 12, 12, 1, 15, 13, 12, 12, 12, 3, 12, 3, 12, 2, 13, 2, 1, 2, 1, 13, 12, 12, 5, 12]",547.0,81.0,2.5
264,265,total_set_similairy,22,22,polynomial,sentence-based,n50_de_bc,"[ 0 13  0 19 17  0  3  0 15 16  0  4  0 12 20 10 16 18  0  5  0  0  2  0  0
  0  0  0 20  0  0 21 16  0  0  0  0  0 11  0  9 14  0  1  6  7  8  0 16  0]",677.0,95.0,1.0
265,266,total_set_similairy,22,13,polynomial,word-based,n50_de_bc,"[16, 13, 15, 3, 20, 18, 16, 6, 20, 13, 0, 13, 16, 6, 10, 15, 20, 6, 15, 0, 15, 21, 6, 21, 18, 15, 9, 13, 20, 20, 21, 4, 20, 13, 16, 18, 14, 9, 16, 18, 0, 18, 15, 6, 15, 15, 18, 15, 15, 6]",337.0,75.0,3.0
266,267,total_set_similairy,22,22,poly,sentence-based,n50_de_bc,"[ 0  4  0 19 14  0  3  0 18  1  0 11  0  2 20 15  1 16  0  7  0  0  6  0  0
  0  0  0 20  0  0 21  1  0  0  0  0  0 17  0 12 13  0  8  9 10  5  0  1  0]",677.0,95.0,1.0
267,268,total_set_similairy,22,13,poly,word-based,n50_de_bc,"[20, 15, 15, 19, 1, 11, 14, 15, 1, 16, 0, 20, 20, 16, 16, 16, 16, 12, 11, 16, 11, 15, 14, 16, 9, 11, 12, 16, 15, 16, 8, 16, 12, 16, 15, 11, 5, 5, 15, 7, 16, 7, 15, 8, 15, 16, 11, 16, 16, 16]",459.0,79.0,2.0
268,269,total_set_similairy,22,22,linear,sentence-based,n50_de_bc,"[ 0  4  0 19 16  0  2  0 17 18  0 10  0 11 21  8 18 12  0  7  0  0  3  0  0
  0  0  0 21  0  0 20 18  0  0  0  0  0 15  0 13 14  0  9  6  1  5  0 18  0]",677.0,95.0,1.0
269,270,total_set_similairy,22,14,linear,word-based,n50_de_bc,"[8, 8, 19, 19, 17, 8, 8, 8, 8, 5, 0, 1, 8, 20, 8, 1, 7, 8, 8, 20, 12, 12, 8, 12, 8, 8, 8, 8, 16, 15, 12, 12, 5, 8, 8, 8, 8, 8, 12, 8, 14, 8, 18, 8, 9, 14, 8, 8, 7, 12]",669.0,119.0,2.0
270,271,total_set_similairy,22,22,cosine,sentence-based,n50_de_bc,"[ 3  0 11 11 13  0  5  0 20  4  3  0  0  0  1 20  4  0 10 21  0  3 18 16  0
  0  0  8  1 17  3  9  1  2 12  0 15  0  1  0  6  3  3  0 19 20  0  7  4 14]",347.0,101.0,1.0
271,272,total_set_similairy,22,13,cosine,word-based,n50_de_bc,"[19, 16, 15, 15, 16, 18, 0, 16, 4, 2, 0, 7, 8, 16, 16, 16, 17, 16, 8, 20, 8, 16, 19, 19, 16, 19, 13, 8, 16, 8, 8, 5, 16, 16, 16, 19, 16, 8, 16, 16, 8, 8, 8, 13, 8, 16, 19, 5, 17, 16]",535.0,87.0,2.0
272,273,total_set_similairy,24,24,nearest_neighbors,sentence-based,n50_de_bc,"[23  0 14  1 18  4 20 19  1  2  6 17 10 12  3 12  3 18  5 12 16  6 18  7  7
 10 10  4  3 16  6  1  3 11 11 19 15  8 18 10  9  6  8 22 13  9 14 21  2 11]",225.0,55.0,2.0
273,274,total_set_similairy,24,1,nearest_neighbors,word-based,n50_de_bc,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2297.0,203.0,50.0
274,275,total_set_similairy,24,24,precomputed,sentence-based,n50_de_bc,"[ 1 10  1  1  0  6  9  6  3  2  2 19  6  2  8  3 23 18 11 12  1  5 16 21 15
  1 22  6  8  0  5  1  8  7  6  1  1  6  8 22 20  5  1  4 17  3 13 14 23  6]",297.0,53.0,1.0
275,276,total_set_similairy,24,12,precomputed,word-based,n50_de_bc,"[3, 22, 19, 19, 7, 11, 13, 11, 7, 19, 0, 3, 5, 4, 22, 7, 19, 18, 7, 7, 7, 7, 11, 7, 11, 7, 11, 11, 4, 7, 3, 7, 17, 22, 11, 3, 7, 7, 7, 3, 7, 3, 7, 11, 17, 7, 3, 15, 19, 4]",519.0,69.0,2.5
276,277,total_set_similairy,24,24,rbf,sentence-based,n50_de_bc,"[ 2  5 22  0 19  4 14  4  4  9  2  0  4  0 23  4  9  0 15 17  4  2 13 11  6
  4  4 18 23 21  2  0 23 10 18 20 16  8  0  4 18  2 18  0 12  1  3  7  9 18]",301.0,59.0,1.0
277,278,total_set_similairy,24,11,rbf,word-based,n50_de_bc,"[18, 18, 18, 15, 18, 6, 6, 6, 6, 6, 0, 18, 13, 6, 6, 6, 11, 6, 13, 17, 18, 18, 6, 18, 6, 18, 2, 6, 6, 18, 18, 14, 6, 6, 6, 13, 6, 18, 6, 2, 19, 18, 18, 13, 9, 19, 18, 6, 6, 6]",721.0,89.0,1.0
278,279,total_set_similairy,24,24,sigmoid,sentence-based,n50_de_bc,"[ 0  9  0 16 19  0 11  0 10  1  0  5  0  3 23  7  1  6  0  2  0  0 18  0 17
  0  0  0 23  0  0 14  1  0  0  0  0  0 12  0 13 20  0  4 21 15  8 22  1  0]",603.0,85.0,1.0
279,280,total_set_similairy,24,15,sigmoid,word-based,n50_de_bc,"[19, 19, 17, 17, 6, 19, 14, 19, 19, 14, 0, 19, 15, 21, 6, 22, 15, 19, 15, 8, 15, 9, 13, 9, 19, 19, 19, 17, 17, 15, 19, 3, 14, 19, 14, 19, 19, 19, 16, 19, 15, 19, 20, 18, 3, 15, 19, 15, 20, 18]",471.0,89.0,2.0
280,281,total_set_similairy,24,24,polynomial,sentence-based,n50_de_bc,"[ 0  3  0 16 20  0  8  0 19  1  0 17  0  7 23 12  1 15  0  4  0  0 10  0  5
  0  0  0 23  0  0 21  1  0  0  0  0  0 18  0  2 14  0 13  6 11  9 22  1  0]",603.0,85.0,1.0
281,282,total_set_similairy,24,11,polynomial,word-based,n50_de_bc,"[8, 8, 20, 10, 8, 8, 22, 22, 21, 22, 0, 21, 16, 22, 22, 9, 19, 22, 8, 19, 8, 8, 22, 8, 8, 8, 22, 22, 22, 21, 8, 17, 22, 22, 22, 8, 22, 8, 22, 8, 19, 8, 2, 16, 22, 22, 8, 22, 19, 22]",633.0,111.0,1.0
282,283,total_set_similairy,24,24,poly,sentence-based,n50_de_bc,"[ 1 14  1 18 16  1  2  1 22  8  1 10  1 19 20  7  8 17  1  5  1  1  4  1  6
  1  1  1 20  1  1 21  8  1  1  1  1  1  0  1 15 13  1  9 11 12  3 23  8  1]",603.0,85.0,1.0
283,284,total_set_similairy,24,14,poly,word-based,n50_de_bc,"[17, 17, 17, 21, 17, 17, 12, 17, 17, 11, 0, 17, 17, 12, 12, 12, 20, 7, 18, 18, 17, 17, 16, 17, 17, 17, 9, 12, 12, 22, 17, 18, 12, 12, 12, 17, 12, 17, 18, 17, 12, 2, 17, 9, 1, 18, 17, 12, 6, 12]",593.0,109.0,1.0
284,285,total_set_similairy,24,24,linear,sentence-based,n50_de_bc,"[ 1  8  1 22 19  1  0  1 16  3  1 13  1 18 21  5  3 11  1  9  1  1 10  1  4
  1  1  1 21  1  1 23  3  1  1  1  1  1 12  1 15 17  1 14  7  2  6 20  3  1]",603.0,85.0,1.0
285,286,total_set_similairy,24,7,linear,word-based,n50_de_bc,"[5, 5, 11, 11, 14, 5, 22, 5, 5, 22, 0, 14, 5, 14, 14, 14, 22, 14, 5, 14, 12, 12, 5, 12, 5, 5, 5, 5, 14, 14, 5, 15, 22, 14, 22, 5, 14, 5, 14, 5, 12, 12, 5, 5, 14, 14, 5, 5, 22, 14]",641.0,127.0,5.0
286,287,total_set_similairy,24,24,cosine,sentence-based,n50_de_bc,"[ 0 23 19 19  9  0 10  0  5  1 22 22  7  7 15  5  1  7  3 17  0 22  7 18 21
  0  0  2 15 16 22 13 15  4 20  0  6  7 15  0 11 22 12  0  7  5 22  8  1 14]",285.0,63.0,1.0
287,288,total_set_similairy,24,14,cosine,word-based,n50_de_bc,"[19, 19, 20, 20, 0, 21, 23, 12, 12, 22, 0, 22, 17, 21, 21, 12, 1, 21, 19, 21, 20, 19, 0, 20, 8, 0, 21, 20, 23, 3, 19, 21, 0, 21, 21, 19, 21, 20, 7, 15, 10, 19, 19, 15, 17, 10, 19, 0, 1, 21]",379.0,67.0,2.0
288,289,max_set_similairy,8,8,nearest_neighbors,sentence-based,n50_de_bc,"[1 7 3 6 2 0 1 4 2 6 2 3 7 7 6 5 2 7 7 3 7 4 1 0 1 5 5 7 4 3 1 2 6 1 7 1 0
 0 6 1 6 5 7 5 4 4 1 4 2 1]",395.0,77.0,6.0
289,290,max_set_similairy,8,8,nearest_neighbors,word-based,n50_de_bc,"[1, 1, 3, 2, 7, 1, 1, 1, 7, 2, 0, 2, 1, 2, 5, 7, 6, 3, 4, 3, 0, 2, 1, 3, 1, 7, 7, 2, 3, 3, 2, 4, 3, 2, 6, 4, 2, 0, 3, 1, 7, 1, 2, 3, 2, 3, 6, 1, 7, 6]",499.0,65.0,5.5
290,291,max_set_similairy,8,8,precomputed,sentence-based,n50_de_bc,"[7 3 0 3 6 1 7 1 1 6 4 3 3 3 5 1 6 2 3 0 1 0 0 4 0 1 7 3 5 0 7 3 5 7 3 7 1
 1 5 7 2 1 3 7 0 1 7 7 6 7]",467.0,73.0,5.5
291,292,max_set_similairy,8,6,precomputed,word-based,n50_de_bc,"[1, 1, 0, 0, 4, 0, 4, 1, 4, 4, 0, 3, 1, 0, 5, 4, 5, 5, 5, 5, 0, 1, 4, 5, 1, 4, 5, 1, 1, 1, 1, 1, 3, 3, 2, 4, 0, 0, 3, 4, 5, 1, 0, 0, 3, 5, 5, 4, 1, 2]",527.0,87.0,10.0
292,293,max_set_similairy,8,8,rbf,sentence-based,n50_de_bc,"[1 2 5 0 0 3 1 2 0 0 0 0 2 2 0 4 6 0 2 5 2 5 7 3 7 4 1 2 0 5 7 0 0 1 2 1 3
 3 0 1 0 4 2 4 5 0 1 5 6 1]",483.0,71.0,5.0
293,294,max_set_similairy,8,3,rbf,word-based,n50_de_bc,"[0, 0, 0, 7, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 7, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 7, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 7, 1, 0, 1]",1173.0,133.0,14.0
294,295,max_set_similairy,8,1,sigmoid,sentence-based,n50_de_bc,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2297.0,203.0,50.0
295,296,max_set_similairy,8,4,sigmoid,word-based,n50_de_bc,"[0, 0, 0, 3, 3, 0, 1, 0, 0, 3, 0, 0, 0, 3, 3, 0, 3, 3, 3, 3, 3, 3, 1, 3, 0, 0, 3, 3, 3, 3, 3, 3, 3, 3, 2, 3, 0, 3, 3, 1, 2, 0, 3, 3, 2, 3, 3, 1, 3, 3]",1067.0,99.0,9.0
296,297,max_set_similairy,8,8,polynomial,sentence-based,n50_de_bc,"[4 1 4 2 6 1 4 1 7 2 6 2 1 1 0 3 5 1 1 4 1 4 4 4 4 3 4 1 0 4 4 6 0 4 1 4 1
 1 0 4 1 4 1 4 1 3 4 1 5 4]",661.0,85.0,3.0
297,298,max_set_similairy,8,3,polynomial,word-based,n50_de_bc,"[0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1]",1499.0,135.0,11.0
298,299,max_set_similairy,8,8,poly,sentence-based,n50_de_bc,"[2 0 2 1 6 0 2 0 3 1 5 1 0 0 4 3 7 0 0 2 0 2 2 2 2 6 2 0 4 2 2 6 4 2 0 2 0
 6 4 2 6 2 0 2 0 3 2 0 7 2]",617.0,85.0,3.5
299,300,max_set_similairy,8,4,poly,word-based,n50_de_bc,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 7, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 7, 0, 0, 3, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0]",1695.0,151.0,3.5
300,301,max_set_similairy,8,8,linear,sentence-based,n50_de_bc,"[1 1 1 1 6 1 1 1 2 1 5 1 1 1 0 1 3 1 1 1 1 1 1 1 1 1 1 1 0 1 1 7 0 1 1 1 1
 1 0 1 1 1 1 1 1 0 1 1 4 1]",1429.0,163.0,1.0
301,302,max_set_similairy,8,3,linear,word-based,n50_de_bc,"[1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 6, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 6, 0, 1, 1, 0, 1, 6, 0, 0, 0, 1, 0, 0, 0, 1, 0, 6, 1]",1095.0,107.0,19.0
302,303,max_set_similairy,8,8,cosine,sentence-based,n50_de_bc,"[1 2 1 0 5 2 1 2 6 0 7 0 2 2 3 1 5 2 2 1 2 7 1 2 1 1 1 2 3 1 1 4 3 1 2 1 2
 2 3 1 7 1 2 1 1 6 1 1 5 1]",653.0,97.0,3.0
303,304,max_set_similairy,8,7,cosine,word-based,n50_de_bc,"[0, 0, 2, 4, 3, 0, 1, 0, 1, 0, 0, 5, 0, 3, 3, 1, 0, 3, 1, 3, 3, 1, 1, 3, 0, 1, 4, 3, 2, 3, 1, 3, 0, 1, 5, 1, 1, 3, 7, 1, 4, 0, 2, 3, 1, 3, 4, 1, 2, 3]",611.0,71.0,4.0
304,305,max_set_similairy,10,10,nearest_neighbors,sentence-based,n50_de_bc,"[7 4 0 1 3 5 7 9 3 1 3 2 9 4 1 8 3 4 4 2 9 0 0 5 0 8 2 9 8 2 0 3 1 7 4 7 5
 5 1 7 0 8 9 2 6 8 7 6 3 7]",347.0,61.0,5.0
305,306,max_set_similairy,10,1,nearest_neighbors,word-based,n50_de_bc,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2297.0,203.0,50.0
306,307,max_set_similairy,10,10,precomputed,sentence-based,n50_de_bc,"[5 8 1 8 2 4 9 8 4 2 6 3 8 3 8 7 2 0 0 3 8 1 1 6 1 7 5 8 5 3 1 0 8 9 8 9 4
 8 8 5 9 1 8 5 1 4 5 0 2 9]",407.0,61.0,4.0
307,308,max_set_similairy,10,8,precomputed,word-based,n50_de_bc,"[3, 4, 4, 9, 3, 1, 6, 2, 2, 5, 0, 4, 1, 5, 5, 2, 9, 4, 5, 9, 1, 5, 6, 9, 3, 2, 1, 9, 3, 1, 4, 4, 9, 3, 5, 3, 1, 1, 9, 6, 1, 2, 1, 4, 5, 9, 4, 6, 5, 4]",449.0,61.0,7.0
308,309,max_set_similairy,10,10,rbf,sentence-based,n50_de_bc,"[0 3 5 2 2 4 0 6 2 2 2 2 3 3 2 7 2 2 1 5 1 6 8 4 8 7 9 3 2 5 8 2 2 0 3 9 4
 4 2 0 2 7 3 9 6 2 9 6 2 0]",469.0,65.0,4.0
309,310,max_set_similairy,10,4,rbf,word-based,n50_de_bc,"[2, 2, 2, 4, 4, 0, 2, 2, 4, 0, 0, 4, 2, 0, 4, 4, 4, 4, 0, 4, 4, 8, 2, 4, 2, 4, 4, 0, 0, 2, 2, 2, 4, 4, 4, 4, 0, 4, 4, 2, 4, 2, 0, 0, 0, 4, 4, 2, 0, 4]",863.0,105.0,13.0
310,311,max_set_similairy,10,10,sigmoid,sentence-based,n50_de_bc,"[0 0 0 0 8 5 0 9 0 0 7 0 0 1 0 0 0 0 2 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6
 0 0 0 0 0 4 0 0 0 0 0 0 0]",1579.0,157.0,1.0
311,312,max_set_similairy,10,5,sigmoid,word-based,n50_de_bc,"[1, 1, 1, 0, 6, 1, 1, 1, 8, 1, 0, 8, 1, 1, 3, 8, 8, 1, 3, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 8, 8, 1, 1, 0, 1, 1, 8, 1, 1, 1, 1, 1, 1, 1, 8, 1]",1259.0,127.0,4.0
312,313,max_set_similairy,10,10,polynomial,sentence-based,n50_de_bc,"[7 2 7 3 1 2 5 2 8 3 1 3 2 2 4 0 6 2 2 7 2 5 7 5 7 5 7 2 0 7 7 1 4 5 2 7 2
 2 4 5 7 5 2 7 5 0 7 5 9 5]",505.0,75.0,3.0
313,314,max_set_similairy,10,6,polynomial,word-based,n50_de_bc,"[0, 6, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 2, 1, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 9]",1401.0,179.0,2.0
314,315,max_set_similairy,10,10,poly,sentence-based,n50_de_bc,"[4 1 0 3 7 1 4 1 6 3 7 3 1 1 2 9 5 1 1 0 1 4 0 4 0 4 4 1 9 0 0 7 2 4 1 4 1
 1 2 4 0 4 1 4 4 9 4 4 8 4]",531.0,77.0,3.0
315,316,max_set_similairy,10,6,poly,word-based,n50_de_bc,"[3, 3, 0, 3, 3, 0, 3, 3, 3, 5, 0, 4, 0, 0, 8, 3, 5, 3, 2, 4, 3, 5, 3, 4, 3, 3, 3, 3, 0, 3, 3, 3, 3, 0, 3, 3, 0, 3, 3, 3, 3, 3, 0, 0, 0, 4, 3, 3, 0, 3]",965.0,125.0,3.5
